"","Unnamed: 0","Unnamed: 0.1","steam_appid","categories","genres","header_image","short_description","name","developer","publisher","price","ccu","score","Tags","Steam Page"
"447","455","455","220","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Includes Source SDK', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together']","Action","https://cdn.akamai.steamstatic.com/steam/apps/220/header.jpg?t=1591063154","1998. HALF-LIFE sends a shock through the game industry with its combination of pounding action and continuous, immersive storytelling. Valve's debut title wins more than 50 game-of-the-year awards on its way to being named ""Best PC Game Ever"" by PC Gamer, and launches a franchise with more than eight million retail units sold worldwide.","Half-Life 2","Valve","Valve","999","1190","96","FPS, Action, Sci fi, Classic, Singleplayer, Story Rich, Shooter, First Person, Adventure, Dystopian, Atmospheric, Zombies, Silent Protagonist, Physics, Aliens, Great Soundtrack, Horror, Puzzle, Multiplayer, Moddable","https://store.steampowered.com/app/220"
"448","456","456","1832640","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']","Adventure","https://cdn.akamai.steamstatic.com/steam/apps/1832640/header.jpg?t=1658138122","Enter the parallel worlds enriched by the stories and match-3 games developed using cel-shading techniques powered by Unreal Engine 4. Ponder on your choices because each of them will determine the fate of all.","Mirror 2: Project X","KAGAMI Ⅱ WORKs","NIJICO","199","1181","94","3D, Match 3, Anime, Female Protagonist, Drama, Visual Novel, Interactive Fiction, Singleplayer, Multiple Endings, RPG, FPS, Casual, Colorful, Story Rich, FMV, Adventure, Early Access, Indie, 3D Platformer, Shooter","https://store.steampowered.com/app/1832640"
"449","457","457","1843760","['Single-player', 'Steam Achievements']","Casual","https://cdn.akamai.steamstatic.com/steam/apps/1843760/header.jpg?t=1643386141","Rogue Tower is a tower defense game with roguelike elements and a continuously expanding path which you can influence. Unlock, build, upgrade, expand, defend.","Rogue Tower","Die of Death Games","Die of Death Games","1499","1181","83","Tower Defense, Strategy, Roguelike, Casual, Procedural Generation, 3D, Minimalist, Base Building, Roguelite, Singleplayer, Building, Colorful, Isometric, Fantasy, Cartoony, Medieval, Magic, Indie","https://store.steampowered.com/app/1843760"
"450","458","458","655500","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP']","Racing","https://cdn.akamai.steamstatic.com/steam/apps/655500/header.jpg?t=1645550702","MX Bikes is a realistic motocross simulator, based on a scratch built physics engine that accurately simulates motorcycle dynamics and setup options.","MX Bikes","PiBoSo","PiBoSo","3499","1180","94","Motocross, Motorbike, Simulation, Multiplayer, Realistic, Offroad, Moddable, Racing, eSports, VR, Automobile Sim, Controller, Early Access, Bikes, Physics, Difficult, Immersive Sim, 3D, First Person, Third Person","https://store.steampowered.com/app/655500"
"451","459","459","851850","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","Action","https://cdn.akamai.steamstatic.com/steam/apps/851850/header.jpg?t=1653933519","Relive the story of Goku and other Z Fighters in DRAGON BALL Z: KAKAROT! Beyond the epic battles, experience life in the DRAGON BALL Z world as you fight, fish, eat, and train with Goku, Gohan, Vegeta and others.","DRAGON BALL Z: KAKAROT","CyberConnect2 Co. Ltd.","BANDAI NAMCO Entertainment","5999","1180","73","Action, RPG, Anime, Open World, Multiplayer, Fighting, Singleplayer, Story Rich, Adventure, JRPG, Controller, Great Soundtrack, Action RPG, Beat em up, Fantasy, Dragons, Atmospheric, Difficult, Third Person, Character Customization","https://store.steampowered.com/app/851850"
"452","460","460","502500","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Action","https://cdn.akamai.steamstatic.com/steam/apps/502500/header.jpg?t=1653601579","Become an ace pilot and soar through photorealistic skies with full 360 degree movement; down enemy aircraft and experience the thrill of engaging in realistic sorties! Aerial combat has never looked or felt better!","ACE COMBAT 7: SKIES UNKNOWN","Bandai Namco Studios Inc.","Bandai Namco Entertainment","5999","1177","86","Flight, Jet, Military, War, Shooter, Arcade, Cinematic, PvP, Simulation, 3D, First Person, Third Person, Action, Story Rich, Multiplayer, Great Soundtrack, Silent Protagonist, Singleplayer, Sci fi, Realistic","https://store.steampowered.com/app/502500"
"453","461","461","1840","['Steam Workshop']","Animation & Modeling","https://cdn.akamai.steamstatic.com/steam/apps/1840/header.jpg?t=1447356104","The Source Filmmaker (SFM) is the movie-making tool built and used by us here at Valve to make movies inside the Source game engine. Because the SFM uses the same assets as the game, anything that exists in the game can be used in the movie, and vice versa.","Source Filmmaker","Valve","Valve","0","1177","93","Utilities, Production, Video, Design, Illustratio","https://store.steampowered.com/app/1840"
"454","462","462","4760","['Single-player', 'Multi-player', 'Steam Trading Cards']","Strategy","https://cdn.akamai.steamstatic.com/steam/apps/4760/header.jpg?t=1619704986","Control and conquer the greatest empire ever known to man.","Rome: Total War - Collection","CREATIVE ASSEMBLY","SEGA","0","1173","92","Strategy, Historical, Rome, Turn Based Strategy, RTS, Grand Strategy, Classic, Tactical, War, Great Soundtrack, Multiplayer, Singleplayer, Turn Based, Moddable, Real Time Tactics, Action, Atmospheric, Simulation, 4X, Nostalgia","https://store.steampowered.com/app/4760"
"455","463","463","870780","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","Action","https://cdn.akamai.steamstatic.com/steam/apps/870780/header.jpg?t=1655979558","Winner of over 80 awards, Control is a visually stunning third-person action-adventure that will keep you on the edge of your seat.","Control Ultimate Edition","Remedy Entertainment","505 Games","3999","1169","85","Action, Female Protagonist, Supernatural, Adventure, Story Rich, Third Person, Horror, Sci fi, Atmospheric, Third Person Shooter, Singleplayer, Surreal, Psychological Horror, Shooter, Metroidvania, Open World, Epic, Violent, Difficult, Great Soundtrack","https://store.steampowered.com/app/870780"
"456","464","464","1255630","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']","Simulation","https://cdn.akamai.steamstatic.com/steam/apps/1255630/header.jpg?t=1654621866","REDESIGNED ENGINE. NEW CONTROLS. ALL THE FEATURES YOU CAN HANDLE. Get ripped out of the stands and hit with complete control of the WWE Universe. Hitting this hard has never been so easy. WWE 2K22: IT HITS DIFFERENT","WWE 2K22","Visual Concepts","2K","5999","1167","72","Simulation, Sports, Wrestling, Multiplayer, PvP, Fighting, Local Co Op, Co op, Local Multiplayer, Character Customization, Online Co Op, Controller, Funny, Violent, Nudity","https://store.steampowered.com/app/1255630"
"457","465","465","221680","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']","Casual","https://cdn.akamai.steamstatic.com/steam/apps/221680/header.jpg?t=1576502446","The fastest way to learn guitar is now better than ever. Join over three million people who have learned to play guitar with the award-winning Rocksmith® method. Plug any real guitar or bass with a 1/4 inch jack directly into your PC or Mac and you’ll learn to play in just 60 days.","Rocksmith 2014 Edition - Remastered","Ubisoft - San Francisco","Ubisoft","2999","1163","92","Music, Education, Simulation, Rhythm, Great Soundtrack, Casual, Local Co Op, Singleplayer, Rock Music, Difficult, Co op, Moddable, Addictive, Multiplayer","https://store.steampowered.com/app/221680"
"458","466","466","459820","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Stats', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet']","Casual","https://cdn.akamai.steamstatic.com/steam/apps/459820/header.jpg?t=1657486479","Welcome to Crush Crush - the Idle Dating Sim! Meet, flirt, and fall in love with a motley cast of girls in this heartfelt and hilarious game.","Crush Crush","Sad Panda Studios","Sad Panda Studios","0","1157","91","Adventure, Action, Female Protagonist, Singleplayer, Third Person, Exploration, Open World, Action Adventure, Story Rich, Survival, Puzzle, Stealth, Atmospheric, Third Person Shooter, Parkour, Shooter, RPG, Multiplayer, Great Soundtrack, Quick Time Events","https://store.steampowered.com/app/459820"
"459","467","467","333420","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Commentary available']","Action","https://cdn.akamai.steamstatic.com/steam/apps/333420/header.jpg?t=1655977209","Cossacks 3 is the return of RTS classics. Obtain resources, build cities and research technologies while taking command of great armies, crushing enemies in grand historical warfares on land and sea!","Cossacks 3","GSC Game World","GSC Game World","1999","1147","81","Strategy, RTS, Multiplayer, War, Singleplayer, Historical, Resource Management, Action RTS, PvP, PvE, Base Building, 3D, Isometric, Action, City Builder, Open World, Co op, Economy, Replay Value, Real Time with Pause","https://store.steampowered.com/app/333420"
"460","468","468","314160","['Single-player', 'Multi-player', 'Partial Controller Support']","Simulation","https://cdn.akamai.steamstatic.com/steam/apps/314160/header.jpg?t=1570632379","Take to the skies in the World’s favourite flight simulator! The multi award winning Microsoft Flight Simulator X lands on Steam for the first time. Take off from anywhere in the world, flying some of the world’s most iconic aircraft to any one of 24,000 destinations.","Microsoft Flight Simulator X: Steam Edition","Microsoft Game Studios","Xbox Game Studios","2499","1144","86","Flight, Simulation, Realistic, Multiplayer, Open World, Singleplayer, Moddable, Adventure, First Person, Atmospheric, VR, Action, Difficult, Massively Multiplayer, Co op, Third Person, Strategy, Military, Local Multiplayer, Sandbox","https://store.steampowered.com/app/314160"
"461","469","469","335300","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","Action","https://cdn.akamai.steamstatic.com/steam/apps/335300/header.jpg?t=1653584488","DARK SOULS™ II: Scholar of the First Sin brings the franchise’s renowned obscurity &amp; gripping gameplay to a new level. Join the dark journey and experience overwhelming enemy encounters, diabolical hazards, and unrelenting challenge.","DARK SOULS II: Scholar of the First Sin","FromSoftware, Inc","Bandai Namco Entertainment, FromSoftware, Inc","3999","1143","79","Souls like, Dark Fantasy, RPG, Difficult, Action, Third Person, Atmospheric, Action RPG, Character Customization, Co op, Multiplayer, Adventure, Fantasy, Medieval, Dark, Singleplayer, Lore Rich, Story Rich, PvP, Remake","https://store.steampowered.com/app/335300"
"462","470","470","391220","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","Action","https://cdn.akamai.steamstatic.com/steam/apps/391220/header.jpg?t=1638178620","Rise of the Tomb Raider: 20 Year Celebration includes the base game and Season Pass featuring all-new content. Explore Croft Manor in the new “Blood Ties” story, then defend it against a zombie invasion in “Lara’s Nightmare”.","Rise of the Tomb Raider","Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux), Nixxes","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)","999","1141","86","Adventure, Action, Female Protagonist, Singleplayer, Third Person, Exploration, Open World, Action Adventure, Story Rich, Survival, Puzzle, Stealth, Atmospheric, Third Person Shooter, Parkour, Shooter, RPG, Multiplayer, Great Soundtrack, Quick Time Events","https://store.steampowered.com/app/391220"
"463","471","471","373420","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play Together']","Adventure","https://cdn.akamai.steamstatic.com/steam/apps/373420/header.jpg?t=1589968419","Gather your party and get ready for the kick-ass new version of GameSpot's PC Game of the Year 2014. With hours of new content, new game modes, full voiceovers, split-screen multiplayer, and thousands of improvements, there's never been a better time to explore the epic world of Rivellon!","Divinity: Original Sin - Enhanced Edition","Larian Studios","Larian Studios","3999","1128","94","RPG, Turn Based, Co op, Adventure, Fantasy, Party Based RPG, Strategy, Story Rich, Turn Based Combat, Character Customization, Open World, CRPG, Singleplayer, Local Co Op, Isometric, Multiplayer, Indie, Turn Based Strategy, Great Soundtrack, Split Screen","https://store.steampowered.com/app/373420"
"464","472","472","516750","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","Indie","https://cdn.akamai.steamstatic.com/steam/apps/516750/header.jpg?t=1603195332","My Summer Car is the ultimate car owning, building, fixing, tuning, maintenance AND permadeath life survival simulator. You start the game with hundreds of loose parts and assemble both car and engine.","My Summer Car","Amistech Games","Amistech Games","1499","1128","94","Automobile Sim, Simulation, Driving, Open World, Survival, Realistic, Building, First Person, Racing, Singleplayer, Early Access, Funny, Sandbox, Difficult, Perma Death, Comedy, Indie, Adventure, Puzzle, Memes","https://store.steampowered.com/app/516750"
"465","473","473","550650","['Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","Action","https://cdn.akamai.steamstatic.com/steam/apps/550650/header.jpg?t=1654048842","Black Squad is a free-to-play military first-person-shooter. Players can master their skills and show off their strategies with a wide range of game maps, modes, and weapons to choose from. Join thousands of FPS players worldwide in one of the most played games on Steam!","Black Squad","VALOFE, NS STUDIO","VALOFE","0","1127","76","Shooter, Combat, Real Time Tactics, 3D, Historical, Multiplayer, Action, Third Person Shooter, Simulation, Military, America, Strategy, Massively Multiplayer, War, Moddable, Indie, FPS, Team Based, Tactical, First Person","https://store.steampowered.com/app/550650"
"466","474","474","392110","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet']","Strategy","https://cdn.akamai.steamstatic.com/steam/apps/392110/header.jpg?t=1642780221","Endless Space 2 is a Strategic Space Opera, featuring the compelling “just one more turn” gameplay, set in the mysterious Endless universe. As the leader of your civilization, will you impose your vision and build the greatest stellar empire?","ENDLESS Space 2","AMPLITUDE Studios","SEGA","3999","1123","83","Strategy, Space, Sci fi, 4X, Turn Based Strategy, Multiplayer, Turn Based, Grand Strategy, Great Soundtrack, Singleplayer, Action, Open World, War, Atmospheric, Moddable, Co op, Sandbox, RTS, RPG, Indie","https://store.steampowered.com/app/392110"
"467","475","475","1162520","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']","Casual","https://cdn.akamai.steamstatic.com/steam/apps/1162520/header.jpg?t=1627366684","&quot;Richman10&quot; is a classic chess game in which players earn money by luck (dicing) and strategy (buying land and buying cards) to defeat other players. Fine arts adopt pure 3D Q version of the original painting style. Game modes include: story mode, biography mode, multi-person hot seat mode, network mode.","Richman10","Softstar Technology (Beijing) Co.,Ltd","SOFTSTAR ENTERTAINMENT","1399","1122","52","Casual, Multiplayer, Tabletop, Strategy, Local Multiplayer, Board Game, Anime, Cute, Co op","https://store.steampowered.com/app/1162520"
"468","476","476","234140","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","Action","https://cdn.akamai.steamstatic.com/steam/apps/234140/header.jpg?t=1634068672","Play as Mad Max, a reluctant hero and survivor who wants nothing more than to leave the madness behind and find solace.","Mad Max","Avalanche Studios","Warner Bros. Games, Warner Bros. Interactive Entertainment","1999","1117","73","Open World, Vehicular Combat, Post apocalyptic, Action, Driving, Singleplayer, Survival, Third Person, Adventure, Exploration, Automobile Sim, Racing, Atmospheric, Story Rich, Sandbox, RPG, Shooter, Third Person Shooter, Multiplayer, War","https://store.steampowered.com/app/234140"
"469","477","477","1094520","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']","Adventure","https://cdn.akamai.steamstatic.com/steam/apps/1094520/header.jpg?t=1655697129","Bringing you to an exotic desert where you’ll recruit, train, and guide your troops into battle against rival cities and factions. Embark on an adventure that’s uniquely yours; Customizable characters, professions, and factions. The land is filled with a variety of hidden secrets.","Sands of Salzaar","汉家松鼠Han-Squirrel Studio","XD","1499","1116","84","Open World, RPG, Strategy, War, Indie, Adventure, Singleplayer, Sandbox, Character Customization, Hack and Slash, Action RPG, Story Rich, Early Access, Top Down, Multiplayer, Martial Arts, Anime, Mature, Moddable, Action","https://store.steampowered.com/app/1094520"
"470","478","478","704450","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']","RPG","https://cdn.akamai.steamstatic.com/steam/apps/704450/header.jpg?t=1608058656","Return to the Forgotten Realms in this bestselling Dungeons &amp; Dragons roleplaying game. Combines all the content of Neverwinter Nights Diamond Edition with all-new enhanced features. Includes 100+ hours of award-winning adventures and the tools to create your own!","Neverwinter Nights: Enhanced Edition","Beamdog","Beamdog","1999","1111","89","RPG, Dungeons & Dragons, Fantasy, Character Customization, CRPG, Multiplayer, Real Time with Pause, Story Rich, Adventure, Magic, Online Co Op, Moddable, Co op, Retro, Female Protagonist, Action RPG, Action, Atmospheric, Action Adventure, Singleplayer","https://store.steampowered.com/app/704450"
"471","479","479","1533420","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']","Action","https://cdn.akamai.steamstatic.com/steam/apps/1533420/header.jpg?t=1655938828","Neon White is a single-player speedrunning FPS where you can sacrifice your guns for godlike parkour moves.","Neon White","Angel Matrix","Annapurna Interactive","2499","1109","89","Action, FPS, Parkour, Great Soundtrack, Platformer, 3D Platformer, Anime, Adventure, Shooter, Indie, Singleplayer, Precision Platformer, Dating Sim, Fast Paced, First Person, 3D, Stylized, Story Rich, Mystery, Card Game","https://store.steampowered.com/app/1533420"
"472","480","480","379720","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']","Action","https://cdn.akamai.steamstatic.com/steam/apps/379720/header.jpg?t=1593395083","Now includes all three premium DLC packs (Unto the Evil, Hell Followed, and Bloodfall), maps, modes, and weapons, as well as all feature updates including Arcade Mode, Photo Mode, and the latest Update 6.66, which brings further multiplayer improvements as well as revamps multiplayer progression.","DOOM","id Software","Bethesda Softworks","1999","1102","85","FPS, Gore, Action, Shooter, Demons, Great Soundtrack, First Person, Fast Paced, Singleplayer, Multiplayer, Sci fi, Horror, Atmospheric, Classic, Blood, Difficult, Remake, Zombies, Co op, Violent","https://store.steampowered.com/app/379720"
"473","481","481","47810","['Single-player']","RPG","https://cdn.akamai.steamstatic.com/steam/apps/47810/header.jpg?t=1615244558","Dragon Age: Origins - Ultimate Edition includes Dragon Age: Origins, Dragon Age: Origins - Awakening and all nine content packs.","Dragon Age: Origins - Ultimate Edition","BioWare","Electronic Arts","2999","1098","91","RPG, Fantasy, Story Rich, Choices Matter, Singleplayer, Party Based RPG, Real Time with Pause, Mature, Character Customization, Adventure, Multiple Endings, Well Written, Dark Fantasy, Strategy, Dragons, Female Protagonist, Classic, Open World, Tactical, Moddable","https://store.steampowered.com/app/47810"
"474","482","482","223470","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']","Action","https://cdn.akamai.steamstatic.com/steam/apps/223470/header.jpg?t=1640285195","Live a week in the life of &quot;The Postal Dude&quot;; a hapless everyman just trying to check off some chores. Buying milk, returning an overdue library book, getting Gary Coleman's autograph, what could possibly go wrong?","POSTAL 2","Running With Scissors","Running With Scissors","99","1097","59","Violent, Open World, Dark Humor, First Person, Mature, Comedy, Funny, Sandbox, Moddable, Third Person, Gore, FPS, Action, Dark Comedy, Multiplayer, Shooter, Singleplayer, Classic, Adventure, Satire","https://store.steampowered.com/app/223470"
"475","483","483","589290","['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Stats', 'Steam Leaderboards', 'Includes level editor']","Action","https://cdn.akamai.steamstatic.com/steam/apps/589290/header.jpg?t=1656098916","Fight on multiple fronts in Holdfast: Nations At War - A multiplayer first and third-person shooter set during the great Napoleonic Era and WW1. Charge into battle with over 150 players per server!","Holdfast: Nations At War","Anvil Game Studios","Anvil Game Studios","1999","1096","90","Historical, Multiplayer, War, Strategy, Military, Massively Multiplayer, Action, Simulation, FPS, Naval, Team Based, Shooter, Tactical, Third Person Shooter, First Person, Indie, Moddable, Naval Combat, Wargame, Third Person","https://store.steampowered.com/app/589290"
"476","484","484","342200","['Multi-player', 'MMO', 'Steam Achievements']","Action","https://cdn.akamai.steamstatic.com/steam/apps/342200/header.jpg?t=1653414313","MechWarrior Online™ Solaris 7 is a tactical online shooter set in the BattleTech Universe. Assume the role of an elite MechWarrior, piloting powerful BattleMechs, fighting for supremacy over the Inner Sphere.","MechWarrior Online Solaris 7","Piranha Games Inc.","Piranha Games Inc.","0","1094","79","Strategy, Simulation, Action, Free to Play, Mechs, Multiplayer","https://store.steampowered.com/app/829960"
"477","485","485","843380","['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Full controller support']","Action","https://cdn.akamai.steamstatic.com/steam/apps/843380/header_alt_assets_10.jpg?t=1658250103","It’s a fight for furvival! Super Animal Royale is a 64-player, frenetic, top-down 2D battle royale where murderous animals fight tooth, claw, and machine gun across an abandoned safari park.","Super Animal Royale","Pixile","Modus Games","0","1083","94","Battle Royale, Free to Play, Cute, Multiplayer, Casual, Online Co Op, Funny, Shooter, Massively Multiplayer, Character Customization, Co op, Top Down Shooter, Indie, Action, PvP, Lore Rich, Survival, Family Friendly, Colorful, Adventure","https://store.steampowered.com/app/843380"
"478","486","486","1307550","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet']","Action","https://cdn.akamai.steamstatic.com/steam/apps/1307550/header.jpg?t=1653137097","Craftopia is the brand new multiplayer survival action game made in Japan. We combined many features we find enjoyable, such as hunting, farming, hack-and-slash, building, automation to develop this game.","Craftopia","Pocketpair","Pocketpair","2499","1083","81","Open World, Crafting, Survival, Multiplayer, Open World Survival Craft, Sandbox, RPG, Building, Action, Online Co Op, Early Access, Adventure, Co op, Anime, Indie, Character Customization, Hack and Slash, Automation, Singleplayer, Third Person","https://store.steampowered.com/app/1307550"
"479","487","487","466240","['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet']","Action","https://cdn.akamai.steamstatic.com/steam/apps/466240/header.jpg?t=1657121023","Deceit tests your instincts at trust and deception in an action-filled, multiplayer first-person shooter. You wake up in unknown surroundings to the sound of the Game Master’s unfamiliar voice, surrounded by five others. A third of your group have been infected with a virus, but who will escape?","Deceit","World Makers","World Makers","0","1081","79","PvP, Multiplayer, Horror, Free to Play, FPS, Shooter, Strategy, Mystery, Survival","https://store.steampowered.com/app/466240"
"480","488","488","466170","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Leaderboards']","Casual","https://cdn.akamai.steamstatic.com/steam/apps/466170/header.jpg?t=1636210877","Idling to Rule the Gods is a free to play Idle-Game with a lot of content and some Minigames. Depending on your play-style, you can play it fast or slow. Either way it can be fun for hundreds of hours!","Idling to Rule the Gods","Shugasu GmbH","Shugasu GmbH","0","1078","87","Strategy, Simulation, Action, Free to Play, Mechs, Multiplayer, Anime","https://store.steampowered.com/app/466170"
"481","489","489","349040","['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","Action","https://cdn.akamai.steamstatic.com/steam/apps/349040/header.jpg?t=1611701005","The latest opus in the acclaimed STORM series is taking you on a colourful and breathtaking ride. Take advantage of the totally revamped battle system and prepare to dive into the most epic fights you’ve ever seen !","NARUTO SHIPPUDEN: Ultimate Ninja STORM 4","CyberConnect2 Co. Ltd.","BANDAI NAMCO Entertainment","2999","1075","91","Anime, Fighting, Action, Ninja, Multiplayer, Adventure, Story Rich, Singleplayer, Local Multiplayer, Third Person, Great Soundtrack, Open World, Fantasy, Atmospheric, Co op, Online Co Op, Beat em up, Local Co Op, Memes, Heist","https://store.steampowered.com/app/349040"
"482","490","490","750920","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","Action","https://cdn.akamai.steamstatic.com/steam/apps/750920/header.jpg?t=1644931091","As Lara Croft races to save the world from a Maya apocalypse, she must become the Tomb Raider she is destined to be.","Shadow of the Tomb Raider: Definitive Edition","Eidos-Montréal, Crystal Dynamics, Nixxes, Feral Interactive (Mac), Feral interactive (Linux)","Square Enix, Feral Interactive (Mac), Feral interactive (Linux)","0","1074","77","Adventure, Action, Female Protagonist, Third Person, Singleplayer, Story Rich, Third Person Shooter, Multiplayer, Exploration, Action Adventure, Quick Time Events, Atmospheric, Shooter, Puzzle, Stealth, Cinematic, Platformer, RPG, Reboot, 3D Vision","https://store.steampowered.com/app/750920"
"483","491","491","838350","['Single-player', 'Remote Play on Tablet']","Adventure","https://cdn.akamai.steamstatic.com/steam/apps/838350/header.jpg?t=1599208942","*The Scroll of Taiwu* is an indie game based on Chinese mythology and Wuxia tales. You will play as a &quot;successor of Taiwu&quot; in a fictional universe, defeating your greatest enemy under the effort and sacrifice of many generations and change the fate of humankind.","太吾绘卷 The Scroll Of Taiwu","ConchShip Games","ConchShip Games","1999","1068","77","RPG, Martial Arts, Sandbox, Open World, Strategy, Indie, Early Access, Singleplayer, Adventure, Casual, Simulation, Roguelite, Dating Sim, Mythology, Building, Roguelike, 2D, Strategy RPG, Anime, CRPG","https://store.steampowered.com/app/838350"
"484","492","492","311260","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']","RPG","https://cdn.akamai.steamstatic.com/steam/apps/311260/header.jpg?t=1655299296","The Guild 3 is a fascinating trade and life simulation that takes place during the late Middle Ages. Step into the shoes of a citizen, acquire businesses and mansions, produce goods and trade them, start intrigues in politics and society, love, hate, bribe, fight and live through good and bad times!","The Guild 3","Purple Lamp, GolemLabs","THQ Nordic","2999","1066","67","Life Sim, Economy, Medieval, Simulation, Strategy, RPG, Multiplayer, Open World, Sandbox, Building, Singleplayer, Politics, Survival, Management, Resource Management, Trading, Historical, Early Access, RTS, Adventure","https://store.steampowered.com/app/311260"
"485","493","493","1296610","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats']","Casual","https://cdn.akamai.steamstatic.com/steam/apps/1296610/header.jpg?t=1657650117","Peglin is a Pachinko Roguelike - Fight enemies by collecting special orbs and popping pegs to deal damage. Acquire special relics that radically change the game and ensure no two runs are the same. Aim carefully to survive in this unique turn-based RPG!","Peglin","Red Nexus Games Inc.","Red Nexus Games Inc., IndieArk","1999","1066","78","Deckbuilding, Roguelite, Pinball, Roguelike, Perma Death, Turn Based, Cute, Strategy, 2D, Pixel Graphics, Replay Value, Turn Based Combat, RPG, Physics, Fantasy, Singleplayer, Early Access, Retro, Indie, Casual","https://store.steampowered.com/app/1296610"
